SaleID,Date,CustomerID,Product,Category,Quantity,UnitPrice,Discount,TotalAmount,GST(18%),TotalWithGST,PaymentMethod,City,Country,Region,SalesRep
202503-00146,2025-03-16,CUST-2541,Bluetooth Speaker,Audio,3,92.80,0.00,278.40,50.11,328.51,UPI,Dubai,UAE,EMEA,Liam Schmidt
202503-00147,2025-03-12,CUST-2461,"Laptop 15""",Electronics,2,1464.71,0.15,2490.01,448.20,2938.21,UPI,Melbourne,Australia,APAC,Rohit Iyer
202503-00148,2025-03-31,CUST-3031,Smartwatch,Wearables,4,100.59,0.00,402.36,72.42,474.78,Net Banking,Sydney,Australia,APAC,Rohit Iyer
202503-00149,2025-03-15,CUST-7008,Smartphone 128GB,Electronics,5,1911.28,0.15,8122.94,1462.13,9585.07,Cash on Delivery,Melbourne,Australia,APAC,Mei Lin
202503-00150,2025-03-29,CUST-1699,Smartwatch,Wearables,1,465.34,0.00,465.34,83.76,549.10,Debit Card,Chennai,India,APAC,Mei Lin
202503-00151,2025-03-13,CUST-3592,Smartwatch,Wearables,4,523.99,0.15,1781.57,320.68,2102.25,Wallet,Bengaluru,India,APAC,Mei Lin
202503-00152,2025-03-15,CUST-8675,Office Chair,Furniture,5,912.11,0.00,4560.55,820.90,5381.45,Debit Card,Chennai,India,APAC,Arun Kumar
202503-00153,2025-03-25,CUST-8096,Mechanical Keyboard,Accessories,4,56.02,0.15,190.47,34.28,224.75,Debit Card,Toronto,Canada,North America,Chris Johnson
202503-00154,2025-03-09,CUST-8447,"Laptop 13""",Electronics,5,438.12,0.05,2081.07,374.59,2455.66,UPI,Dubai,UAE,EMEA,James Wilson
202503-00155,2025-03-20,CUST-7230,"Laptop 13""",Electronics,3,1610.68,0.00,4832.04,869.77,5701.81,Debit Card,Delhi,India,APAC,Rohit Iyer
202503-00156,2025-03-28,CUST-1375,Webcam HD,Accessories,4,47.78,0.00,191.12,34.40,225.52,Credit Card,Hyderabad,India,APAC,Asha Verma
202503-00157,2025-03-09,CUST-7636,"Laptop 15""",Electronics,3,1766.49,0.15,4504.55,810.82,5315.37,Cash on Delivery,Kolkata,India,APAC,Mei Lin
202503-00158,2025-03-06,CUST-1880,"Laptop 15""",Electronics,4,782.74,0.00,3130.96,563.57,3694.53,Debit Card,Kolkata,India,APAC,Mei Lin
202503-00159,2025-03-31,CUST-7866,Bluetooth Speaker,Audio,4,228.14,0.00,912.56,164.26,1076.82,Wallet,Sydney,Australia,APAC,Mei Lin
202503-00160,2025-03-30,CUST-7375,External SSD 1TB,Storage,1,194.62,0.00,194.62,35.03,229.65,Debit Card,Bengaluru,India,APAC,Rohit Iyer
202503-00161,2025-03-11,CUST-6185,"Laptop 13""",Electronics,2,1808.53,0.00,3617.06,651.07,4268.13,Net Banking,Manchester,UK,EMEA,James Wilson
202503-00162,2025-03-26,CUST-7658,"27"" Monitor",Electronics,5,1486.23,0.00,7431.15,1337.61,8768.76,Debit Card,Melbourne,Australia,APAC,Asha Verma
202503-00163,2025-03-02,CUST-4581,Standing Desk,Furniture,2,489.75,0.05,930.52,167.49,1098.01,Cash on Delivery,Munich,Germany,EMEA,Sofia Rossi
202503-00164,2025-03-12,CUST-4436,Mechanical Keyboard,Accessories,5,143.71,0.10,646.70,116.41,763.11,Credit Card,London,UK,EMEA,Liam Schmidt
202503-00165,2025-03-17,CUST-3043,Standing Desk,Furniture,4,691.04,0.15,2349.54,422.92,2772.46,UPI,Berlin,Germany,EMEA,Olivia Martin
202503-00166,2025-03-17,CUST-6502,"Laptop 15""",Electronics,2,998.82,0.05,1897.76,341.60,2239.36,Cash on Delivery,Sydney,Australia,APAC,Arun Kumar
202503-00167,2025-03-10,CUST-8167,Office Chair,Furniture,3,737.84,0.00,2213.52,398.43,2611.95,Credit Card,Bengaluru,India,APAC,Asha Verma
202503-00168,2025-03-03,CUST-1269,Smartwatch,Wearables,4,133.91,0.00,535.64,96.42,632.06,Cash on Delivery,Singapore,Singapore,APAC,Asha Verma
