SaleID,Date,CustomerID,Product,Category,Quantity,UnitPrice,Discount,TotalAmount,GST(18%),TotalWithGST,PaymentMethod,City,Country,Region,SalesRep
202501-00017,2025-01-18,CUST-9689,Printer,Office,1,331.56,0.00,331.56,59.68,391.24,UPI,London,UK,EMEA,Sofia Rossi
202501-00018,2025-01-02,CUST-4946,Printer,Office,5,477.72,0.15,2030.31,365.46,2395.77,Credit Card,Singapore,Singapore,APAC,Rohit Iyer
202501-00019,2025-01-05,CUST-8787,Smartphone 128GB,Electronics,2,640.35,0.00,1280.70,230.53,1511.23,Net Banking,Kolkata,India,APAC,Rohit Iyer
202501-00020,2025-01-23,CUST-6107,Noise-Canceling Headphones,Audio,3,192.10,0.00,576.30,103.73,680.03,Debit Card,New York,USA,North America,Chris Johnson
202501-00021,2025-01-11,CUST-1344,Smartwatch,Wearables,5,199.66,0.00,998.30,179.69,1177.99,Wallet,Delhi,India,APAC,Rohit Iyer
202501-00022,2025-01-03,CUST-1514,External SSD 1TB,Storage,3,77.01,0.15,196.38,35.35,231.73,Debit Card,Singapore,Singapore,APAC,Rohit Iyer
202501-00023,2025-01-24,CUST-8744,Mechanical Keyboard,Accessories,4,123.05,0.00,492.20,88.60,580.80,Wallet,Sydney,Australia,APAC,Mei Lin
202501-00024,2025-01-14,CUST-7735,Bluetooth Speaker,Audio,1,279.14,0.00,279.14,50.25,329.39,Credit Card,Delhi,India,APAC,Arun Kumar
202501-00025,2025-01-24,CUST-6559,Webcam HD,Accessories,1,44.81,0.15,38.09,6.86,44.95,Debit Card,Sydney,Australia,APAC,Rohit Iyer
202501-00026,2025-01-09,CUST-8579,Mechanical Keyboard,Accessories,1,72.04,0.00,72.04,12.97,85.01,Cash on Delivery,Chennai,India,APAC,Asha Verma
202501-00027,2025-01-21,CUST-9856,External SSD 1TB,Storage,1,292.56,0.00,292.56,52.66,345.22,Debit Card,Pune,India,APAC,Arun Kumar
202501-00028,2025-01-16,CUST-8886,Mechanical Keyboard,Accessories,4,136.34,0.00,545.36,98.16,643.52,Net Banking,San Francisco,USA,North America,Sarah Miller
202501-00029,2025-01-10,CUST-7930,Standing Desk,Furniture,5,702.45,0.05,3336.64,600.60,3937.24,UPI,Kolkata,India,APAC,Asha Verma
202501-00030,2025-01-19,CUST-9883,"Laptop 13""",Electronics,3,255.76,0.05,728.92,131.21,860.13,Credit Card,Vancouver,Canada,North America,Chris Johnson
202501-00031,2025-01-28,CUST-4044,"Laptop 15""",Electronics,5,275.73,0.00,1378.65,248.16,1626.81,Net Banking,Chennai,India,APAC,Rohit Iyer
202501-00032,2025-01-19,CUST-1651,Smartwatch,Wearables,1,298.00,0.10,268.20,48.28,316.48,UPI,Kolkata,India,APAC,Mei Lin
202501-00033,2025-01-08,CUST-5351,Noise-Canceling Headphones,Audio,2,278.53,0.10,501.35,90.24,591.59,Credit Card,Mumbai,India,APAC,Arun Kumar
202501-00034,2025-01-20,CUST-2638,"Laptop 15""",Electronics,5,544.34,0.10,2449.53,440.92,2890.45,Credit Card,New York,USA,North America,Michael Brown
202501-00035,2025-01-10,CUST-3584,Bluetooth Speaker,Audio,5,290.31,0.00,1451.55,261.28,1712.83,Wallet,Vancouver,Canada,North America,Chris Johnson
202501-00036,2025-01-22,CUST-5905,Printer,Office,1,474.35,0.00,474.35,85.38,559.73,Credit Card,Singapore,Singapore,APAC,Rohit Iyer
202501-00037,2025-01-09,CUST-5616,Smartwatch,Wearables,2,453.16,0.10,815.69,146.82,962.51,Cash on Delivery,Toronto,Canada,North America,Michael Brown
202501-00038,2025-01-29,CUST-1832,"Laptop 15""",Electronics,4,1684.29,0.10,6063.44,1091.42,7154.86,Debit Card,San Francisco,USA,North America,Emily Davis
202501-00039,2025-01-24,CUST-8239,Smartphone 128GB,Electronics,4,1187.68,0.05,4513.18,812.37,5325.55,Cash on Delivery,Delhi,India,APAC,Mei Lin
202501-00040,2025-01-19,CUST-3426,Noise-Canceling Headphones,Audio,2,45.48,0.00,90.96,16.37,107.33,UPI,Kolkata,India,APAC,Rohit Iyer
202501-00041,2025-01-22,CUST-2684,USB-C Hub,Accessories,5,133.78,0.05,635.45,114.38,749.83,Debit Card,Pune,India,APAC,Rohit Iyer
202501-00042,2025-01-29,CUST-7755,"Laptop 13""",Electronics,2,1512.64,0.15,2571.49,462.87,3034.36,Wallet,New York,USA,North America,Michael Brown
202501-00043,2025-01-06,CUST-2771,Noise-Canceling Headphones,Audio,1,347.68,0.15,295.53,53.20,348.73,UPI,London,UK,EMEA,Sofia Rossi
202501-00044,2025-01-08,CUST-1387,Office Chair,Furniture,2,470.65,0.00,941.30,169.43,1110.73,UPI,Berlin,Germany,EMEA,Olivia Martin
202501-00045,2025-01-22,CUST-9785,USB-C Hub,Accessories,1,26.15,0.00,26.15,4.71,30.86,Debit Card,Dubai,UAE,EMEA,Liam Schmidt
202501-00046,2025-01-02,CUST-2776,Smartwatch,Wearables,4,259.76,0.00,1039.04,187.03,1226.07,Net Banking,Vancouver,Canada,North America,Chris Johnson
202501-00047,2025-01-13,CUST-4114,"27"" Monitor",Electronics,1,1461.25,0.05,1388.19,249.87,1638.06,UPI,Sydney,Australia,APAC,Asha Verma
202501-00048,2025-01-31,CUST-6409,Smartwatch,Wearables,3,424.96,0.10,1147.39,206.53,1353.92,Cash on Delivery,London,UK,EMEA,Olivia Martin
202501-00049,2025-01-11,CUST-7592,Standing Desk,Furniture,3,607.88,0.15,1550.09,279.02,1829.11,Wallet,Pune,India,APAC,Mei Lin
202501-00050,2025-01-13,CUST-9977,External SSD 1TB,Storage,1,132.93,0.10,119.64,21.54,141.18,Net Banking,Melbourne,Australia,APAC,Arun Kumar
202501-00051,2025-01-22,CUST-4501,Smartphone 128GB,Electronics,4,1618.41,0.00,6473.64,1165.26,7638.90,Wallet,Pune,India,APAC,Asha Verma
202501-00052,2025-01-10,CUST-9445,Office Chair,Furniture,5,414.97,0.00,2074.85,373.47,2448.32,Debit Card,London,UK,EMEA,Sofia Rossi
202501-00053,2025-01-26,CUST-4262,Wireless Mouse,Accessories,1,16.47,0.00,16.47,2.96,19.43,Cash on Delivery,Bengaluru,India,APAC,Arun Kumar
202501-00054,2025-01-14,CUST-4185,Standing Desk,Furniture,4,555.05,0.00,2220.20,399.64,2619.84,Credit Card,Sydney,Australia,APAC,Rohit Iyer
202501-00055,2025-01-06,CUST-9486,Bluetooth Speaker,Audio,1,236.24,0.00,236.24,42.52,278.76,Credit Card,Melbourne,Australia,APAC,Rohit Iyer
202501-00056,2025-01-26,CUST-8612,Office Chair,Furniture,5,989.35,0.15,4204.74,756.85,4961.59,Cash on Delivery,Vancouver,Canada,North America,Sarah Miller
202501-00057,2025-01-27,CUST-9976,Bluetooth Speaker,Audio,2,305.15,0.10,549.27,98.87,648.14,Debit Card,San Francisco,USA,North America,Sarah Miller
202501-00058,2025-01-21,CUST-4919,"27"" Monitor",Electronics,4,293.34,0.10,1056.02,190.08,1246.10,UPI,Manchester,UK,EMEA,James Wilson
202501-00059,2025-01-05,CUST-3471,Mechanical Keyboard,Accessories,4,107.15,0.00,428.60,77.15,505.75,Credit Card,Sydney,Australia,APAC,Arun Kumar
202501-00060,2025-01-11,CUST-9890,Bluetooth Speaker,Audio,4,53.04,0.00,212.16,38.19,250.35,Net Banking,Dubai,UAE,EMEA,James Wilson
202501-00061,2025-01-28,CUST-7232,Bluetooth Speaker,Audio,1,378.81,0.15,321.99,57.96,379.95,Net Banking,Singapore,Singapore,APAC,Rohit Iyer
202501-00062,2025-01-16,CUST-4595,"27"" Monitor",Electronics,4,1048.44,0.15,3564.70,641.65,4206.35,Wallet,Pune,India,APAC,Arun Kumar
202501-00063,2025-01-30,CUST-3091,Smartwatch,Wearables,5,94.02,0.00,470.10,84.62,554.72,Credit Card,Sydney,Australia,APAC,Rohit Iyer
202501-00064,2025-01-28,CUST-8564,Wireless Mouse,Accessories,1,46.42,0.15,39.46,7.10,46.56,UPI,Manchester,UK,EMEA,Olivia Martin
202501-00065,2025-01-09,CUST-7906,"27"" Monitor",Electronics,1,1020.07,0.00,1020.07,183.61,1203.68,Credit Card,Berlin,Germany,EMEA,Sofia Rossi
202501-00066,2025-01-21,CUST-2124,Webcam HD,Accessories,1,115.59,0.00,115.59,20.81,136.40,Debit Card,Mumbai,India,APAC,Rohit Iyer
202501-00067,2025-01-08,CUST-3068,Bluetooth Speaker,Audio,1,238.67,0.10,214.80,38.66,253.46,UPI,Pune,India,APAC,Asha Verma
202501-00068,2025-01-25,CUST-3683,"27"" Monitor",Electronics,1,1220.57,0.00,1220.57,219.70,1440.27,Cash on Delivery,Munich,Germany,EMEA,Olivia Martin
202501-00069,2025-01-31,CUST-4249,"Laptop 15""",Electronics,5,1427.64,0.00,7138.20,1284.88,8423.08,Credit Card,London,UK,EMEA,James Wilson
202501-00070,2025-01-26,CUST-1672,USB-C Hub,Accessories,5,69.97,0.10,314.87,56.68,371.55,Credit Card,Sydney,Australia,APAC,Arun Kumar
202501-00071,2025-01-04,CUST-8102,USB-C Hub,Accessories,4,109.02,0.10,392.47,70.64,463.11,Cash on Delivery,Singapore,Singapore,APAC,Arun Kumar
202501-00072,2025-01-15,CUST-8136,External SSD 1TB,Storage,5,124.41,0.00,622.05,111.97,734.02,Credit Card,San Francisco,USA,North America,Sarah Miller
202501-00073,2025-01-08,CUST-8613,Smartwatch,Wearables,5,427.46,0.15,1816.70,327.01,2143.71,UPI,Pune,India,APAC,Arun Kumar
202501-00074,2025-01-07,CUST-6813,Webcam HD,Accessories,3,57.65,0.00,172.95,31.13,204.08,Wallet,San Francisco,USA,North America,Chris Johnson
202501-00075,2025-01-17,CUST-4130,"Laptop 15""",Electronics,2,1482.14,0.05,2816.07,506.89,3322.96,Wallet,Toronto,Canada,North America,Sarah Miller
202501-00076,2025-01-15,CUST-1282,"Laptop 15""",Electronics,3,559.95,0.00,1679.85,302.37,1982.22,UPI,Dubai,UAE,EMEA,Liam Schmidt
202501-00077,2025-01-16,CUST-9698,USB-C Hub,Accessories,4,149.53,0.10,538.31,96.90,635.21,Wallet,Melbourne,Australia,APAC,Mei Lin
202501-00078,2025-01-10,CUST-5118,Mechanical Keyboard,Accessories,1,110.98,0.05,105.43,18.98,124.41,Debit Card,Kolkata,India,APAC,Arun Kumar
202501-00079,2025-01-09,CUST-9595,Smartwatch,Wearables,3,589.87,0.00,1769.61,318.53,2088.14,UPI,New York,USA,North America,Michael Brown
202501-00080,2025-01-06,CUST-5952,"Laptop 13""",Electronics,5,384.18,0.00,1920.90,345.76,2266.66,Cash on Delivery,London,UK,EMEA,Sofia Rossi
202501-00081,2025-01-21,CUST-9042,"Laptop 15""",Electronics,1,1212.02,0.15,1030.22,185.44,1215.66,UPI,Pune,India,APAC,Asha Verma
202501-00082,2025-01-09,CUST-8827,"Laptop 15""",Electronics,1,891.31,0.00,891.31,160.44,1051.75,Debit Card,Hyderabad,India,APAC,Mei Lin
202501-00083,2025-01-03,CUST-5066,"Laptop 15""",Electronics,5,1564.22,0.00,7821.10,1407.80,9228.90,Cash on Delivery,New York,USA,North America,Sarah Miller
202501-00084,2025-01-15,CUST-8253,"27"" Monitor",Electronics,5,1981.56,0.00,9907.80,1783.40,11691.20,Cash on Delivery,Chennai,India,APAC,Rohit Iyer
202501-00085,2025-01-21,CUST-4457,"27"" Monitor",Electronics,1,440.56,0.00,440.56,79.30,519.86,Debit Card,Mumbai,India,APAC,Arun Kumar
202501-00086,2025-01-15,CUST-8699,"27"" Monitor",Electronics,1,578.23,0.00,578.23,104.08,682.31,Wallet,Melbourne,Australia,APAC,Asha Verma
202501-00087,2025-01-22,CUST-4824,Printer,Office,3,410.89,0.00,1232.67,221.88,1454.55,Wallet,Kolkata,India,APAC,Arun Kumar
202501-00088,2025-01-04,CUST-9922,Mechanical Keyboard,Accessories,2,137.18,0.00,274.36,49.38,323.74,Credit Card,Delhi,India,APAC,Rohit Iyer
202501-00089,2025-01-26,CUST-6039,Smartwatch,Wearables,5,559.02,0.15,2375.84,427.65,2803.49,Wallet,London,UK,EMEA,Olivia Martin
202501-00090,2025-01-31,CUST-5460,Smartphone 128GB,Electronics,5,1063.52,0.00,5317.60,957.17,6274.77,Net Banking,Manchester,UK,EMEA,Liam Schmidt
202501-00091,2025-01-01,CUST-2496,Mechanical Keyboard,Accessories,5,92.20,0.10,414.90,74.68,489.58,Cash on Delivery,Delhi,India,APAC,Rohit Iyer
202501-00092,2025-01-16,CUST-9502,Office Chair,Furniture,4,926.14,0.15,3148.88,566.80,3715.68,Wallet,Toronto,Canada,North America,Chris Johnson
202501-00093,2025-01-16,CUST-6700,Noise-Canceling Headphones,Audio,3,148.79,0.05,424.05,76.33,500.38,UPI,Sydney,Australia,APAC,Arun Kumar
202501-00094,2025-01-10,CUST-7561,External SSD 1TB,Storage,5,68.81,0.10,309.65,55.74,365.39,UPI,Chennai,India,APAC,Arun Kumar
202501-00095,2025-01-28,CUST-9431,External SSD 1TB,Storage,1,217.84,0.15,185.16,33.33,218.49,Credit Card,Kolkata,India,APAC,Mei Lin
202501-00096,2025-01-20,CUST-9167,Office Chair,Furniture,4,788.79,0.05,2997.40,539.53,3536.93,UPI,Melbourne,Australia,APAC,Arun Kumar
202501-00097,2025-01-04,CUST-1472,Office Chair,Furniture,5,823.40,0.00,4117.00,741.06,4858.06,UPI,Singapore,Singapore,APAC,Asha Verma
202501-00098,2025-01-18,CUST-7684,"Laptop 15""",Electronics,2,1985.68,0.00,3971.36,714.84,4686.20,Net Banking,Chennai,India,APAC,Rohit Iyer
202501-00099,2025-01-16,CUST-5781,Smartphone 128GB,Electronics,3,918.66,0.15,2342.58,421.66,2764.24,Debit Card,Melbourne,Australia,APAC,Rohit Iyer
202501-00100,2025-01-13,CUST-4122,Printer,Office,5,293.46,0.00,1467.30,264.11,1731.41,Credit Card,San Francisco,USA,North America,Sarah Miller
202501-00101,2025-01-11,CUST-9318,"27"" Monitor",Electronics,1,673.25,0.15,572.26,103.01,675.27,Debit Card,Melbourne,Australia,APAC,Arun Kumar
202501-00102,2025-01-12,CUST-6446,Smartphone 128GB,Electronics,5,847.84,0.00,4239.20,763.06,5002.26,Debit Card,New York,USA,North America,Sarah Miller
202501-00103,2025-01-08,CUST-7730,"Laptop 13""",Electronics,3,1527.70,0.00,4583.10,824.96,5408.06,Net Banking,Munich,Germany,EMEA,Sofia Rossi
202501-00104,2025-01-16,CUST-1606,Wireless Mouse,Accessories,5,145.15,0.00,725.75,130.63,856.38,Net Banking,Chennai,India,APAC,Arun Kumar
202501-00105,2025-01-01,CUST-3361,Noise-Canceling Headphones,Audio,2,57.69,0.00,115.38,20.77,136.15,UPI,Manchester,UK,EMEA,Olivia Martin
202501-00106,2025-01-21,CUST-2315,External SSD 1TB,Storage,3,264.56,0.00,793.68,142.86,936.54,Net Banking,Manchester,UK,EMEA,Olivia Martin
202501-00107,2025-01-28,CUST-9864,"Laptop 13""",Electronics,5,276.58,0.00,1382.90,248.92,1631.82,UPI,New York,USA,North America,Chris Johnson
202501-00108,2025-01-14,CUST-2612,Webcam HD,Accessories,1,72.11,0.00,72.11,12.98,85.09,Credit Card,Delhi,India,APAC,Mei Lin
202501-00109,2025-01-26,CUST-1919,"27"" Monitor",Electronics,3,843.46,0.15,2150.82,387.15,2537.97,Cash on Delivery,Pune,India,APAC,Rohit Iyer
202501-00110,2025-01-06,CUST-2293,Smartwatch,Wearables,4,402.25,0.05,1528.55,275.14,1803.69,Debit Card,Melbourne,Australia,APAC,Mei Lin
202501-00111,2025-01-15,CUST-5183,Office Chair,Furniture,1,911.04,0.10,819.94,147.59,967.53,Wallet,Singapore,Singapore,APAC,Rohit Iyer
202501-00112,2025-01-03,CUST-8237,USB-C Hub,Accessories,5,51.88,0.00,259.40,46.69,306.09,Wallet,San Francisco,USA,North America,Sarah Miller
202501-00113,2025-01-28,CUST-5949,Mechanical Keyboard,Accessories,4,129.47,0.15,440.20,79.24,519.44,Cash on Delivery,Berlin,Germany,EMEA,Liam Schmidt
202501-00114,2025-01-23,CUST-5837,"Laptop 13""",Electronics,4,657.79,0.00,2631.16,473.61,3104.77,Cash on Delivery,Toronto,Canada,North America,Michael Brown
202501-00115,2025-01-25,CUST-4770,Smartwatch,Wearables,3,193.88,0.10,523.48,94.23,617.71,Wallet,Hyderabad,India,APAC,Asha Verma
202501-00116,2025-01-29,CUST-1645,"27"" Monitor",Electronics,4,211.72,0.05,804.54,144.82,949.36,Credit Card,London,UK,EMEA,Liam Schmidt
202501-00117,2025-01-24,CUST-7807,Wireless Mouse,Accessories,2,28.50,0.10,51.30,9.23,60.53,Cash on Delivery,Vancouver,Canada,North America,Michael Brown
202501-00118,2025-01-27,CUST-3695,"27"" Monitor",Electronics,4,1939.66,0.10,6982.78,1256.90,8239.68,Credit Card,Melbourne,Australia,APAC,Asha Verma
202501-00119,2025-01-05,CUST-4696,External SSD 1TB,Storage,4,292.14,0.00,1168.56,210.34,1378.90,UPI,Bengaluru,India,APAC,Arun Kumar
202501-00120,2025-01-01,CUST-5332,Smartphone 128GB,Electronics,1,991.35,0.00,991.35,178.44,1169.79,Wallet,San Francisco,USA,North America,Sarah Miller
202501-00121,2025-01-27,CUST-7086,"Laptop 15""",Electronics,2,1022.23,0.00,2044.46,368.00,2412.46,Cash on Delivery,Manchester,UK,EMEA,Sofia Rossi
202501-00122,2025-01-21,CUST-2035,Office Chair,Furniture,4,920.26,0.15,3128.88,563.20,3692.08,Credit Card,Hyderabad,India,APAC,Asha Verma
202501-00123,2025-01-31,CUST-1609,"27"" Monitor",Electronics,4,364.82,0.05,1386.32,249.54,1635.86,Net Banking,Melbourne,Australia,APAC,Mei Lin
202501-00124,2025-01-22,CUST-9850,Noise-Canceling Headphones,Audio,5,304.64,0.15,1294.72,233.05,1527.77,Wallet,Chennai,India,APAC,Arun Kumar
202501-00125,2025-01-20,CUST-7686,"27"" Monitor",Electronics,1,1427.02,0.15,1212.97,218.33,1431.30,Debit Card,Berlin,Germany,EMEA,James Wilson
202501-00126,2025-01-22,CUST-7018,Smartphone 128GB,Electronics,3,262.02,0.00,786.06,141.49,927.55,Net Banking,Bengaluru,India,APAC,Rohit Iyer
202501-00127,2025-01-21,CUST-1349,"Laptop 13""",Electronics,3,600.60,0.05,1711.71,308.11,2019.82,Credit Card,Singapore,Singapore,APAC,Rohit Iyer
202501-00128,2025-01-19,CUST-4538,External SSD 1TB,Storage,2,138.85,0.00,277.70,49.99,327.69,UPI,Hyderabad,India,APAC,Rohit Iyer
202501-00129,2025-01-18,CUST-5106,Webcam HD,Accessories,2,25.39,0.00,50.78,9.14,59.92,Debit Card,Mumbai,India,APAC,Mei Lin
202501-00130,2025-01-26,CUST-4898,Smartwatch,Wearables,3,88.21,0.05,251.40,45.25,296.65,Wallet,Sydney,Australia,APAC,Asha Verma
202501-00131,2025-01-24,CUST-2041,Bluetooth Speaker,Audio,4,317.87,0.00,1271.48,228.87,1500.35,Net Banking,Vancouver,Canada,North America,Emily Davis
202501-00132,2025-01-31,CUST-1710,Standing Desk,Furniture,5,385.43,0.00,1927.15,346.89,2274.04,Credit Card,Delhi,India,APAC,Arun Kumar
202501-00133,2025-01-28,CUST-7580,Noise-Canceling Headphones,Audio,1,211.40,0.00,211.40,38.05,249.45,Credit Card,Bengaluru,India,APAC,Mei Lin
202501-00134,2025-01-20,CUST-3430,"Laptop 15""",Electronics,2,658.78,0.00,1317.56,237.16,1554.72,Cash on Delivery,Manchester,UK,EMEA,Olivia Martin
202501-00135,2025-01-20,CUST-9692,"27"" Monitor",Electronics,4,1085.27,0.00,4341.08,781.39,5122.47,Wallet,Singapore,Singapore,APAC,Rohit Iyer
202501-00136,2025-01-14,CUST-8398,Printer,Office,2,253.80,0.00,507.60,91.37,598.97,Net Banking,Sydney,Australia,APAC,Asha Verma
202501-00137,2025-01-11,CUST-7992,USB-C Hub,Accessories,3,62.40,0.15,159.12,28.64,187.76,Credit Card,Bengaluru,India,APAC,Asha Verma
202501-00138,2025-01-03,CUST-8075,"Laptop 15""",Electronics,3,1651.77,0.10,4459.78,802.76,5262.54,Wallet,Chennai,India,APAC,Arun Kumar
202501-00139,2025-01-12,CUST-7929,External SSD 1TB,Storage,1,292.42,0.00,292.42,52.64,345.06,UPI,Chennai,India,APAC,Rohit Iyer
202501-00140,2025-01-05,CUST-8900,Mechanical Keyboard,Accessories,1,59.02,0.00,59.02,10.62,69.64,UPI,Dubai,UAE,EMEA,Sofia Rossi
202501-00141,2025-01-26,CUST-8030,External SSD 1TB,Storage,5,293.89,0.00,1469.45,264.50,1733.95,Cash on Delivery,Singapore,Singapore,APAC,Asha Verma
202501-00142,2025-01-20,CUST-5381,"Laptop 13""",Electronics,2,655.55,0.00,1311.10,236.00,1547.10,UPI,Berlin,Germany,EMEA,James Wilson
202501-00143,2025-01-06,CUST-3347,Smartwatch,Wearables,4,116.18,0.00,464.72,83.65,548.37,Credit Card,Bengaluru,India,APAC,Rohit Iyer
202501-00144,2025-01-13,CUST-7878,Bluetooth Speaker,Audio,3,88.24,0.10,238.25,42.88,281.13,Cash on Delivery,Bengaluru,India,APAC,Asha Verma
202501-00145,2025-01-05,CUST-3579,Webcam HD,Accessories,5,16.97,0.15,72.12,12.98,85.10,Wallet,Sydney,Australia,APAC,Arun Kumar
202501-00146,2025-01-20,CUST-8242,Noise-Canceling Headphones,Audio,3,109.76,0.10,296.35,53.34,349.69,Net Banking,Chennai,India,APAC,Mei Lin
202501-00147,2025-01-22,CUST-8972,Smartphone 128GB,Electronics,3,234.02,0.00,702.06,126.37,828.43,Credit Card,Kolkata,India,APAC,Mei Lin
202501-00148,2025-01-31,CUST-4460,Webcam HD,Accessories,2,116.98,0.00,233.96,42.11,276.07,Credit Card,Toronto,Canada,North America,Sarah Miller
202501-00149,2025-01-06,CUST-3116,Noise-Canceling Headphones,Audio,5,290.36,0.10,1306.62,235.19,1541.81,Credit Card,Munich,Germany,EMEA,James Wilson
202501-00150,2025-01-14,CUST-1307,Bluetooth Speaker,Audio,1,348.98,0.15,296.63,53.39,350.02,Wallet,Sydney,Australia,APAC,Mei Lin
202501-00151,2025-01-04,CUST-7636,"Laptop 13""",Electronics,3,467.97,0.00,1403.91,252.70,1656.61,Net Banking,Berlin,Germany,EMEA,James Wilson
202501-00152,2025-01-14,CUST-2734,Mechanical Keyboard,Accessories,4,92.44,0.15,314.30,56.57,370.87,UPI,Manchester,UK,EMEA,Sofia Rossi
202501-00153,2025-01-11,CUST-3754,"Laptop 15""",Electronics,5,1321.47,0.05,6276.98,1129.86,7406.84,UPI,Berlin,Germany,EMEA,Sofia Rossi
202501-00154,2025-01-08,CUST-2684,Wireless Mouse,Accessories,3,37.62,0.00,112.86,20.31,133.17,Wallet,Bengaluru,India,APAC,Rohit Iyer
202501-00155,2025-01-31,CUST-9095,Bluetooth Speaker,Audio,5,311.15,0.10,1400.17,252.03,1652.20,Wallet,Manchester,UK,EMEA,Sofia Rossi
202501-00156,2025-01-15,CUST-2118,Bluetooth Speaker,Audio,4,263.61,0.00,1054.44,189.80,1244.24,Cash on Delivery,Delhi,India,APAC,Mei Lin
202501-00157,2025-01-17,CUST-2215,"27"" Monitor",Electronics,4,986.04,0.10,3549.74,638.95,4188.69,Credit Card,Bengaluru,India,APAC,Arun Kumar
202501-00158,2025-01-15,CUST-1672,Bluetooth Speaker,Audio,5,271.18,0.15,1152.52,207.45,1359.97,Cash on Delivery,Hyderabad,India,APAC,Asha Verma
202501-00159,2025-01-15,CUST-2695,Webcam HD,Accessories,3,147.53,0.05,420.46,75.68,496.14,Credit Card,New York,USA,North America,Sarah Miller
202501-00160,2025-01-15,CUST-9586,Smartphone 128GB,Electronics,5,443.68,0.10,1996.56,359.38,2355.94,Net Banking,Sydney,Australia,APAC,Mei Lin
202501-00161,2025-01-22,CUST-1857,Webcam HD,Accessories,3,19.23,0.15,49.04,8.83,57.87,UPI,San Francisco,USA,North America,Emily Davis
202501-00162,2025-01-11,CUST-2335,Smartwatch,Wearables,2,556.71,0.15,946.41,170.35,1116.76,Debit Card,Bengaluru,India,APAC,Mei Lin
202501-00163,2025-01-18,CUST-7171,Office Chair,Furniture,3,835.60,0.00,2506.80,451.22,2958.02,Wallet,Vancouver,Canada,North America,Chris Johnson
202501-00164,2025-01-21,CUST-7937,Smartphone 128GB,Electronics,3,183.73,0.05,523.63,94.25,617.88,UPI,Toronto,Canada,North America,Emily Davis
202501-00165,2025-01-08,CUST-3253,Wireless Mouse,Accessories,1,51.41,0.00,51.41,9.25,60.66,Cash on Delivery,Singapore,Singapore,APAC,Asha Verma
202501-00166,2025-01-22,CUST-6517,Printer,Office,5,135.04,0.05,641.44,115.46,756.90,Debit Card,Pune,India,APAC,Arun Kumar
202501-00167,2025-01-02,CUST-7731,USB-C Hub,Accessories,2,145.74,0.00,291.48,52.47,343.95,Wallet,Melbourne,Australia,APAC,Rohit Iyer
