SaleID,Date,CustomerID,Product,Category,Quantity,UnitPrice,Discount,TotalAmount,GST(18%),TotalWithGST,PaymentMethod,City,Country,Region,SalesRep
202502-00021,2025-02-13,CUST-4281,Smartphone 128GB,Electronics,1,1513.31,0.00,1513.31,272.40,1785.71,Cash on Delivery,London,UK,EMEA,Liam Schmidt
202502-00022,2025-02-12,CUST-5530,Mechanical Keyboard,Accessories,5,144.83,0.15,615.53,110.80,726.33,Cash on Delivery,Mumbai,India,APAC,Mei Lin
202502-00023,2025-02-06,CUST-7670,Smartphone 128GB,Electronics,1,1183.47,0.10,1065.12,191.72,1256.84,Credit Card,Vancouver,Canada,North America,Michael Brown
202502-00024,2025-02-18,CUST-5098,Standing Desk,Furniture,4,970.13,0.05,3686.49,663.57,4350.06,UPI,Melbourne,Australia,APAC,Arun Kumar
202502-00025,2025-02-19,CUST-1448,Bluetooth Speaker,Audio,1,125.39,0.05,119.12,21.44,140.56,Wallet,New York,USA,North America,Michael Brown
202502-00026,2025-02-14,CUST-6785,Smartphone 128GB,Electronics,5,167.99,0.00,839.95,151.19,991.14,Debit Card,London,UK,EMEA,James Wilson
202502-00027,2025-02-13,CUST-6603,"Laptop 15""",Electronics,5,1873.08,0.10,8428.86,1517.19,9946.05,Debit Card,Dubai,UAE,EMEA,Liam Schmidt
202502-00028,2025-02-06,CUST-4115,Bluetooth Speaker,Audio,2,116.90,0.10,210.42,37.88,248.30,Debit Card,New York,USA,North America,Emily Davis
202502-00029,2025-02-27,CUST-5091,External SSD 1TB,Storage,5,145.45,0.00,727.25,130.91,858.16,Credit Card,Bengaluru,India,APAC,Arun Kumar
202502-00030,2025-02-20,CUST-1108,Webcam HD,Accessories,5,144.12,0.00,720.60,129.71,850.31,UPI,Manchester,UK,EMEA,Olivia Martin
202502-00031,2025-02-19,CUST-5501,Bluetooth Speaker,Audio,2,394.23,0.00,788.46,141.92,930.38,UPI,Munich,Germany,EMEA,Sofia Rossi
202502-00032,2025-02-25,CUST-3101,"Laptop 13""",Electronics,5,1628.65,0.00,8143.25,1465.78,9609.03,Cash on Delivery,Berlin,Germany,EMEA,Olivia Martin
202502-00033,2025-02-28,CUST-3863,Bluetooth Speaker,Audio,1,288.35,0.00,288.35,51.90,340.25,Credit Card,Kolkata,India,APAC,Arun Kumar
202502-00034,2025-02-19,CUST-2650,USB-C Hub,Accessories,3,95.79,0.10,258.63,46.55,305.18,Debit Card,San Francisco,USA,North America,Sarah Miller
202502-00035,2025-02-20,CUST-6621,USB-C Hub,Accessories,2,79.83,0.10,143.69,25.86,169.55,UPI,Munich,Germany,EMEA,Liam Schmidt
202502-00036,2025-02-15,CUST-3947,Smartwatch,Wearables,2,589.22,0.00,1178.44,212.12,1390.56,Credit Card,San Francisco,USA,North America,Emily Davis
202502-00037,2025-02-18,CUST-8081,External SSD 1TB,Storage,4,107.06,0.00,428.24,77.08,505.32,Wallet,Hyderabad,India,APAC,Arun Kumar
202502-00038,2025-02-26,CUST-1159,Wireless Mouse,Accessories,4,79.94,0.00,319.76,57.56,377.32,Wallet,Vancouver,Canada,North America,Michael Brown
202502-00039,2025-02-26,CUST-8972,"27"" Monitor",Electronics,3,1189.96,0.15,3034.40,546.19,3580.59,Credit Card,Pune,India,APAC,Asha Verma
202502-00040,2025-02-07,CUST-5166,Bluetooth Speaker,Audio,1,196.45,0.10,176.81,31.83,208.64,UPI,Singapore,Singapore,APAC,Mei Lin
202502-00041,2025-02-12,CUST-1324,Noise-Canceling Headphones,Audio,1,159.90,0.00,159.90,28.78,188.68,Cash on Delivery,Kolkata,India,APAC,Rohit Iyer
202502-00042,2025-02-25,CUST-5663,USB-C Hub,Accessories,3,104.25,0.15,265.84,47.85,313.69,Credit Card,Munich,Germany,EMEA,Liam Schmidt
202502-00043,2025-02-15,CUST-3373,External SSD 1TB,Storage,2,213.74,0.00,427.48,76.95,504.43,Net Banking,Dubai,UAE,EMEA,Olivia Martin
202502-00044,2025-02-28,CUST-2168,"Laptop 15""",Electronics,2,785.71,0.10,1414.28,254.57,1668.85,Wallet,San Francisco,USA,North America,Sarah Miller
202502-00045,2025-02-09,CUST-8289,Webcam HD,Accessories,3,114.71,0.15,292.51,52.65,345.16,Net Banking,Pune,India,APAC,Rohit Iyer
202502-00046,2025-02-28,CUST-1378,Wireless Mouse,Accessories,2,102.68,0.00,205.36,36.96,242.32,Wallet,Bengaluru,India,APAC,Rohit Iyer
202502-00047,2025-02-06,CUST-7505,"Laptop 15""",Electronics,1,268.02,0.00,268.02,48.24,316.26,Cash on Delivery,Delhi,India,APAC,Asha Verma
202502-00048,2025-02-25,CUST-7504,Smartphone 128GB,Electronics,1,342.27,0.00,342.27,61.61,403.88,Credit Card,Munich,Germany,EMEA,Liam Schmidt
202502-00049,2025-02-08,CUST-5053,Standing Desk,Furniture,3,509.98,0.05,1453.44,261.62,1715.06,Credit Card,Delhi,India,APAC,Mei Lin
202502-00050,2025-02-28,CUST-6328,External SSD 1TB,Storage,4,172.13,0.00,688.52,123.93,812.45,UPI,Singapore,Singapore,APAC,Arun Kumar
202502-00051,2025-02-05,CUST-9835,Wireless Mouse,Accessories,5,93.66,0.00,468.30,84.29,552.59,Wallet,Dubai,UAE,EMEA,Olivia Martin
202502-00052,2025-02-17,CUST-9745,"27"" Monitor",Electronics,3,1041.06,0.00,3123.18,562.17,3685.35,Net Banking,London,UK,EMEA,Liam Schmidt
202502-00053,2025-02-14,CUST-5256,Wireless Mouse,Accessories,3,11.48,0.05,32.72,5.89,38.61,UPI,London,UK,EMEA,Olivia Martin
202502-00054,2025-02-18,CUST-1136,Standing Desk,Furniture,4,953.32,0.00,3813.28,686.39,4499.67,Net Banking,London,UK,EMEA,Sofia Rossi
202502-00055,2025-02-26,CUST-1118,Smartphone 128GB,Electronics,3,498.86,0.00,1496.58,269.38,1765.96,Net Banking,Munich,Germany,EMEA,Sofia Rossi
202502-00056,2025-02-06,CUST-7385,External SSD 1TB,Storage,4,112.94,0.05,429.17,77.25,506.42,Cash on Delivery,San Francisco,USA,North America,Michael Brown
202502-00057,2025-02-21,CUST-9715,Webcam HD,Accessories,3,67.81,0.00,203.43,36.62,240.05,Debit Card,Hyderabad,India,APAC,Mei Lin
202502-00058,2025-02-04,CUST-8460,Smartwatch,Wearables,4,221.51,0.00,886.04,159.49,1045.53,Debit Card,Manchester,UK,EMEA,James Wilson
202502-00059,2025-02-05,CUST-1813,Smartphone 128GB,Electronics,1,493.98,0.10,444.58,80.02,524.60,Debit Card,Melbourne,Australia,APAC,Asha Verma
202502-00060,2025-02-08,CUST-2477,Wireless Mouse,Accessories,1,79.10,0.10,71.19,12.81,84.00,Net Banking,Berlin,Germany,EMEA,Olivia Martin
202502-00061,2025-02-23,CUST-1519,USB-C Hub,Accessories,1,128.10,0.00,128.10,23.06,151.16,Credit Card,San Francisco,USA,North America,Sarah Miller
202502-00062,2025-02-03,CUST-9899,Bluetooth Speaker,Audio,2,101.11,0.00,202.22,36.40,238.62,Net Banking,Mumbai,India,APAC,Asha Verma
202502-00063,2025-02-25,CUST-5078,Noise-Canceling Headphones,Audio,4,121.45,0.00,485.80,87.44,573.24,Debit Card,Melbourne,Australia,APAC,Asha Verma
202502-00064,2025-02-17,CUST-4415,Bluetooth Speaker,Audio,4,282.13,0.10,1015.67,182.82,1198.49,Debit Card,Delhi,India,APAC,Asha Verma
202502-00065,2025-02-09,CUST-8884,Office Chair,Furniture,3,294.88,0.00,884.64,159.24,1043.88,Wallet,Kolkata,India,APAC,Asha Verma
202502-00066,2025-02-08,CUST-8113,USB-C Hub,Accessories,1,33.43,0.00,33.43,6.02,39.45,Net Banking,New York,USA,North America,Chris Johnson
202502-00067,2025-02-02,CUST-8786,Standing Desk,Furniture,5,256.39,0.00,1281.95,230.75,1512.70,Debit Card,Pune,India,APAC,Arun Kumar
202502-00068,2025-02-03,CUST-6544,Printer,Office,1,105.11,0.00,105.11,18.92,124.03,Wallet,Singapore,Singapore,APAC,Asha Verma
202502-00069,2025-02-05,CUST-8992,Mechanical Keyboard,Accessories,3,147.43,0.00,442.29,79.61,521.90,UPI,Melbourne,Australia,APAC,Rohit Iyer
202502-00070,2025-02-01,CUST-7189,USB-C Hub,Accessories,2,45.10,0.15,76.67,13.80,90.47,Cash on Delivery,London,UK,EMEA,Olivia Martin
202502-00071,2025-02-07,CUST-4057,Smartphone 128GB,Electronics,3,748.81,0.05,2134.11,384.14,2518.25,Credit Card,Vancouver,Canada,North America,Emily Davis
202502-00072,2025-02-15,CUST-5844,External SSD 1TB,Storage,3,189.99,0.15,484.47,87.20,571.67,Wallet,Pune,India,APAC,Asha Verma
202502-00073,2025-02-20,CUST-6965,Webcam HD,Accessories,5,43.43,0.00,217.15,39.09,256.24,Wallet,Singapore,Singapore,APAC,Arun Kumar
202502-00074,2025-02-07,CUST-9586,Office Chair,Furniture,4,793.85,0.10,2857.86,514.41,3372.27,UPI,Sydney,Australia,APAC,Mei Lin
202502-00075,2025-02-04,CUST-2577,Smartphone 128GB,Electronics,1,230.99,0.00,230.99,41.58,272.57,Debit Card,Delhi,India,APAC,Rohit Iyer
202502-00076,2025-02-04,CUST-8952,Mechanical Keyboard,Accessories,1,14.45,0.00,14.45,2.60,17.05,Net Banking,Toronto,Canada,North America,Michael Brown
202502-00077,2025-02-02,CUST-7002,Mechanical Keyboard,Accessories,5,110.50,0.05,524.88,94.48,619.36,Wallet,Toronto,Canada,North America,Chris Johnson
202502-00078,2025-02-15,CUST-1994,USB-C Hub,Accessories,5,114.09,0.00,570.45,102.68,673.13,UPI,Delhi,India,APAC,Mei Lin
202502-00079,2025-02-17,CUST-1666,Standing Desk,Furniture,1,854.32,0.05,811.60,146.09,957.69,Cash on Delivery,Chennai,India,APAC,Asha Verma
202502-00080,2025-02-24,CUST-4784,Smartphone 128GB,Electronics,4,500.50,0.05,1901.90,342.34,2244.24,Cash on Delivery,Pune,India,APAC,Arun Kumar
202502-00081,2025-02-24,CUST-2728,Webcam HD,Accessories,5,60.11,0.15,255.47,45.98,301.45,Credit Card,Pune,India,APAC,Rohit Iyer
202502-00082,2025-02-18,CUST-7579,Smartphone 128GB,Electronics,3,1366.43,0.15,3484.40,627.19,4111.59,UPI,Manchester,UK,EMEA,Liam Schmidt
202502-00083,2025-02-28,CUST-7090,Noise-Canceling Headphones,Audio,4,335.68,0.05,1275.58,229.60,1505.18,Cash on Delivery,Singapore,Singapore,APAC,Rohit Iyer
202502-00084,2025-02-13,CUST-5162,USB-C Hub,Accessories,4,72.65,0.00,290.60,52.31,342.91,UPI,Mumbai,India,APAC,Rohit Iyer
202502-00085,2025-02-10,CUST-1107,"27"" Monitor",Electronics,2,547.42,0.10,985.36,177.36,1162.72,Cash on Delivery,Vancouver,Canada,North America,Emily Davis
202502-00086,2025-02-04,CUST-1618,Bluetooth Speaker,Audio,3,87.76,0.05,250.12,45.02,295.14,Debit Card,San Francisco,USA,North America,Michael Brown
202502-00087,2025-02-03,CUST-7550,Smartwatch,Wearables,2,461.82,0.00,923.64,166.26,1089.90,Net Banking,Pune,India,APAC,Arun Kumar
202502-00088,2025-02-27,CUST-2562,Smartwatch,Wearables,3,99.43,0.00,298.29,53.69,351.98,Net Banking,Bengaluru,India,APAC,Asha Verma
202502-00089,2025-02-25,CUST-6478,USB-C Hub,Accessories,4,68.31,0.00,273.24,49.18,322.42,Debit Card,Mumbai,India,APAC,Arun Kumar
202502-00090,2025-02-02,CUST-5993,Smartphone 128GB,Electronics,1,740.74,0.10,666.67,120.00,786.67,Cash on Delivery,New York,USA,North America,Emily Davis
202502-00091,2025-02-02,CUST-7436,Bluetooth Speaker,Audio,5,242.84,0.15,1032.07,185.77,1217.84,UPI,Munich,Germany,EMEA,Sofia Rossi
202502-00092,2025-02-05,CUST-6507,"Laptop 15""",Electronics,4,1207.17,0.15,4104.38,738.79,4843.17,UPI,Bengaluru,India,APAC,Arun Kumar
202502-00093,2025-02-17,CUST-8118,Webcam HD,Accessories,2,116.68,0.05,221.69,39.90,261.59,Net Banking,Munich,Germany,EMEA,Sofia Rossi
202502-00094,2025-02-18,CUST-9589,Mechanical Keyboard,Accessories,2,20.03,0.00,40.06,7.21,47.27,UPI,Dubai,UAE,EMEA,James Wilson
202502-00095,2025-02-04,CUST-7776,Noise-Canceling Headphones,Audio,3,158.87,0.00,476.61,85.79,562.40,UPI,Pune,India,APAC,Mei Lin
202502-00096,2025-02-20,CUST-8245,Smartwatch,Wearables,2,309.04,0.00,618.08,111.25,729.33,Debit Card,Kolkata,India,APAC,Mei Lin
202502-00097,2025-02-05,CUST-2405,"Laptop 15""",Electronics,1,599.64,0.00,599.64,107.94,707.58,Debit Card,London,UK,EMEA,James Wilson
202502-00098,2025-02-11,CUST-2823,"27"" Monitor",Electronics,4,1021.70,0.05,3882.46,698.84,4581.30,Debit Card,Singapore,Singapore,APAC,Mei Lin
202502-00099,2025-02-18,CUST-8913,Smartwatch,Wearables,2,441.44,0.00,882.88,158.92,1041.80,Net Banking,Dubai,UAE,EMEA,James Wilson
202502-00100,2025-02-09,CUST-3790,"Laptop 13""",Electronics,3,521.29,0.00,1563.87,281.50,1845.37,UPI,Delhi,India,APAC,Arun Kumar
202502-00101,2025-02-21,CUST-1136,"Laptop 15""",Electronics,4,1371.69,0.00,5486.76,987.62,6474.38,Wallet,Berlin,Germany,EMEA,James Wilson
202502-00102,2025-02-01,CUST-5792,External SSD 1TB,Storage,4,115.48,0.00,461.92,83.15,545.07,UPI,Toronto,Canada,North America,Chris Johnson
202502-00103,2025-02-06,CUST-4258,Smartphone 128GB,Electronics,4,1187.27,0.00,4749.08,854.83,5603.91,Credit Card,New York,USA,North America,Michael Brown
202502-00104,2025-02-11,CUST-9027,Noise-Canceling Headphones,Audio,2,36.80,0.00,73.60,13.25,86.85,UPI,London,UK,EMEA,Sofia Rossi
202502-00105,2025-02-17,CUST-5519,Webcam HD,Accessories,1,97.61,0.00,97.61,17.57,115.18,Credit Card,Singapore,Singapore,APAC,Mei Lin
202502-00106,2025-02-08,CUST-3485,USB-C Hub,Accessories,4,101.97,0.15,346.70,62.41,409.11,Cash on Delivery,New York,USA,North America,Sarah Miller
202502-00107,2025-02-08,CUST-3502,Noise-Canceling Headphones,Audio,3,366.60,0.05,1044.81,188.07,1232.88,Debit Card,Hyderabad,India,APAC,Rohit Iyer
202502-00108,2025-02-28,CUST-3262,"27"" Monitor",Electronics,5,1832.69,0.05,8705.28,1566.95,10272.23,Wallet,Dubai,UAE,EMEA,Sofia Rossi
202502-00109,2025-02-11,CUST-2111,Smartphone 128GB,Electronics,5,1904.91,0.10,8572.10,1542.98,10115.08,Debit Card,Mumbai,India,APAC,Mei Lin
202502-00110,2025-02-14,CUST-7737,"27"" Monitor",Electronics,4,1529.38,0.00,6117.52,1101.15,7218.67,Wallet,San Francisco,USA,North America,Emily Davis
202502-00111,2025-02-25,CUST-4079,"Laptop 15""",Electronics,2,491.78,0.00,983.56,177.04,1160.60,Cash on Delivery,San Francisco,USA,North America,Emily Davis
202502-00112,2025-02-20,CUST-4804,Mechanical Keyboard,Accessories,1,60.30,0.00,60.30,10.85,71.15,Net Banking,Hyderabad,India,APAC,Arun Kumar
202502-00113,2025-02-23,CUST-7126,Wireless Mouse,Accessories,4,78.80,0.05,299.44,53.90,353.34,Debit Card,Delhi,India,APAC,Arun Kumar
202502-00114,2025-02-25,CUST-1245,Printer,Office,3,479.08,0.05,1365.38,245.77,1611.15,Debit Card,Bengaluru,India,APAC,Rohit Iyer
202502-00115,2025-02-15,CUST-9027,Standing Desk,Furniture,3,882.76,0.00,2648.28,476.69,3124.97,Net Banking,Munich,Germany,EMEA,James Wilson
202502-00116,2025-02-20,CUST-7232,Standing Desk,Furniture,3,466.85,0.00,1400.55,252.10,1652.65,Cash on Delivery,Singapore,Singapore,APAC,Asha Verma
202502-00117,2025-02-17,CUST-2791,Bluetooth Speaker,Audio,4,335.99,0.05,1276.76,229.82,1506.58,Cash on Delivery,Singapore,Singapore,APAC,Arun Kumar
202502-00118,2025-02-24,CUST-1643,Smartphone 128GB,Electronics,4,1104.83,0.00,4419.32,795.48,5214.80,Credit Card,Kolkata,India,APAC,Mei Lin
202502-00119,2025-02-15,CUST-7521,Printer,Office,3,404.94,0.05,1154.08,207.73,1361.81,Net Banking,London,UK,EMEA,James Wilson
202502-00120,2025-02-23,CUST-9470,Printer,Office,2,274.70,0.00,549.40,98.89,648.29,Credit Card,Vancouver,Canada,North America,Chris Johnson
202502-00121,2025-02-06,CUST-9952,Wireless Mouse,Accessories,4,67.90,0.05,258.02,46.44,304.46,Net Banking,Dubai,UAE,EMEA,Sofia Rossi
202502-00122,2025-02-15,CUST-2477,"27"" Monitor",Electronics,3,1429.68,0.00,4289.04,772.03,5061.07,Debit Card,Chennai,India,APAC,Asha Verma
202502-00123,2025-02-04,CUST-8362,Office Chair,Furniture,3,195.07,0.00,585.21,105.34,690.55,Wallet,Vancouver,Canada,North America,Emily Davis
202502-00124,2025-02-13,CUST-7235,"Laptop 13""",Electronics,2,1837.67,0.05,3491.57,628.48,4120.05,Debit Card,Hyderabad,India,APAC,Rohit Iyer
202502-00125,2025-02-25,CUST-1840,Noise-Canceling Headphones,Audio,3,144.52,0.00,433.56,78.04,511.60,Net Banking,London,UK,EMEA,Sofia Rossi
202502-00126,2025-02-04,CUST-3155,Mechanical Keyboard,Accessories,1,97.16,0.15,82.59,14.87,97.46,Net Banking,Toronto,Canada,North America,Chris Johnson
202502-00127,2025-02-20,CUST-9084,Mechanical Keyboard,Accessories,2,92.44,0.15,157.15,28.29,185.44,Net Banking,Bengaluru,India,APAC,Asha Verma
202502-00128,2025-02-08,CUST-9967,"27"" Monitor",Electronics,5,1312.98,0.00,6564.90,1181.68,7746.58,Debit Card,Delhi,India,APAC,Rohit Iyer
202502-00129,2025-02-05,CUST-1902,Office Chair,Furniture,3,152.31,0.00,456.93,82.25,539.18,Wallet,Dubai,UAE,EMEA,Liam Schmidt
202502-00130,2025-02-11,CUST-2436,"Laptop 13""",Electronics,1,921.37,0.10,829.23,149.26,978.49,Cash on Delivery,Dubai,UAE,EMEA,Sofia Rossi
202502-00131,2025-02-15,CUST-6901,Printer,Office,1,119.11,0.10,107.20,19.30,126.50,Net Banking,Bengaluru,India,APAC,Arun Kumar
202502-00132,2025-02-27,CUST-2063,"27"" Monitor",Electronics,4,398.91,0.00,1595.64,287.22,1882.86,UPI,Manchester,UK,EMEA,Olivia Martin
202502-00133,2025-02-17,CUST-4438,Standing Desk,Furniture,2,658.61,0.00,1317.22,237.10,1554.32,Net Banking,London,UK,EMEA,Olivia Martin
202502-00134,2025-02-20,CUST-6185,"27"" Monitor",Electronics,5,1214.01,0.00,6070.05,1092.61,7162.66,Debit Card,Dubai,UAE,EMEA,Olivia Martin
202502-00135,2025-02-17,CUST-9154,Bluetooth Speaker,Audio,2,356.96,0.10,642.53,115.66,758.19,Debit Card,Mumbai,India,APAC,Asha Verma
202502-00136,2025-02-01,CUST-8616,Office Chair,Furniture,1,768.97,0.15,653.62,117.65,771.27,Net Banking,Delhi,India,APAC,Mei Lin
202502-00137,2025-02-12,CUST-4478,"Laptop 13""",Electronics,2,1426.53,0.00,2853.06,513.55,3366.61,UPI,London,UK,EMEA,Liam Schmidt
202502-00138,2025-02-25,CUST-1100,"Laptop 15""",Electronics,3,781.52,0.00,2344.56,422.02,2766.58,Cash on Delivery,Mumbai,India,APAC,Rohit Iyer
202502-00139,2025-02-07,CUST-6415,External SSD 1TB,Storage,3,281.35,0.15,717.44,129.14,846.58,Credit Card,Hyderabad,India,APAC,Arun Kumar
202502-00140,2025-02-05,CUST-8546,Printer,Office,5,456.29,0.15,1939.23,349.06,2288.29,Wallet,Delhi,India,APAC,Mei Lin
202502-00141,2025-02-19,CUST-6169,Smartphone 128GB,Electronics,5,184.63,0.10,830.84,149.55,980.39,UPI,Bengaluru,India,APAC,Rohit Iyer
202502-00142,2025-02-09,CUST-1510,USB-C Hub,Accessories,4,97.71,0.00,390.84,70.35,461.19,Cash on Delivery,Munich,Germany,EMEA,Sofia Rossi
202502-00143,2025-02-20,CUST-2914,External SSD 1TB,Storage,3,229.26,0.00,687.78,123.80,811.58,UPI,Sydney,Australia,APAC,Asha Verma
202502-00144,2025-02-16,CUST-4893,USB-C Hub,Accessories,4,126.12,0.10,454.03,81.73,535.76,Debit Card,Chennai,India,APAC,Mei Lin
202502-00145,2025-02-26,CUST-1612,Webcam HD,Accessories,2,137.87,0.00,275.74,49.63,325.37,Net Banking,Vancouver,Canada,North America,Emily Davis
202502-00146,2025-02-07,CUST-6572,Printer,Office,4,387.63,0.10,1395.47,251.18,1646.65,Debit Card,Chennai,India,APAC,Rohit Iyer
202502-00147,2025-02-07,CUST-1598,Bluetooth Speaker,Audio,4,294.06,0.00,1176.24,211.72,1387.96,UPI,Delhi,India,APAC,Asha Verma
202502-00148,2025-02-11,CUST-8649,Printer,Office,1,123.30,0.00,123.30,22.19,145.49,Wallet,London,UK,EMEA,James Wilson
202502-00149,2025-02-19,CUST-6114,Office Chair,Furniture,2,402.37,0.10,724.27,130.37,854.64,Cash on Delivery,Manchester,UK,EMEA,Olivia Martin
202502-00150,2025-02-22,CUST-2927,"27"" Monitor",Electronics,2,441.37,0.00,882.74,158.89,1041.63,Debit Card,Singapore,Singapore,APAC,Mei Lin
202502-00151,2025-02-18,CUST-6218,"27"" Monitor",Electronics,2,1895.06,0.00,3790.12,682.22,4472.34,Cash on Delivery,New York,USA,North America,Emily Davis
202502-00152,2025-02-03,CUST-6101,Smartwatch,Wearables,3,361.10,0.00,1083.30,194.99,1278.29,Net Banking,Delhi,India,APAC,Asha Verma
202502-00153,2025-02-13,CUST-1881,"Laptop 15""",Electronics,4,875.05,0.00,3500.20,630.04,4130.24,Cash on Delivery,Melbourne,Australia,APAC,Mei Lin
202502-00154,2025-02-10,CUST-6444,External SSD 1TB,Storage,2,231.10,0.00,462.20,83.20,545.40,Cash on Delivery,Bengaluru,India,APAC,Arun Kumar
202502-00155,2025-02-19,CUST-3159,"Laptop 15""",Electronics,4,329.94,0.15,1121.80,201.92,1323.72,Net Banking,New York,USA,North America,Emily Davis
202502-00156,2025-02-05,CUST-5227,Printer,Office,3,244.67,0.00,734.01,132.12,866.13,Wallet,Manchester,UK,EMEA,Liam Schmidt
202502-00157,2025-02-15,CUST-8987,"Laptop 13""",Electronics,1,1029.37,0.15,874.96,157.49,1032.45,Debit Card,London,UK,EMEA,Liam Schmidt
202502-00158,2025-02-20,CUST-3087,Smartphone 128GB,Electronics,1,900.52,0.00,900.52,162.09,1062.61,Credit Card,Manchester,UK,EMEA,James Wilson
202502-00159,2025-02-26,CUST-5949,Smartphone 128GB,Electronics,4,891.51,0.05,3387.74,609.79,3997.53,Cash on Delivery,Pune,India,APAC,Arun Kumar
202502-00160,2025-02-13,CUST-2082,USB-C Hub,Accessories,2,123.95,0.15,210.72,37.93,248.65,Cash on Delivery,Manchester,UK,EMEA,Sofia Rossi
202502-00161,2025-02-06,CUST-2276,Standing Desk,Furniture,5,856.34,0.15,3639.44,655.10,4294.54,UPI,Singapore,Singapore,APAC,Asha Verma
202502-00162,2025-02-27,CUST-8294,Wireless Mouse,Accessories,3,143.82,0.00,431.46,77.66,509.12,Wallet,Munich,Germany,EMEA,Liam Schmidt
202502-00163,2025-02-16,CUST-2007,"Laptop 15""",Electronics,2,1661.51,0.00,3323.02,598.14,3921.16,Wallet,Mumbai,India,APAC,Rohit Iyer
202502-00164,2025-02-22,CUST-3444,Bluetooth Speaker,Audio,5,137.86,0.00,689.30,124.07,813.37,Net Banking,Kolkata,India,APAC,Rohit Iyer
202502-00165,2025-02-22,CUST-6187,"27"" Monitor",Electronics,5,1619.54,0.00,8097.70,1457.59,9555.29,Net Banking,Berlin,Germany,EMEA,James Wilson
202502-00166,2025-02-19,CUST-1133,Smartwatch,Wearables,5,290.18,0.10,1305.81,235.05,1540.86,Credit Card,Berlin,Germany,EMEA,James Wilson
202502-00167,2025-02-01,CUST-6885,"Laptop 15""",Electronics,3,1751.51,0.15,4466.35,803.94,5270.29,Wallet,Manchester,UK,EMEA,Olivia Martin
